Temperature_K,Substance Number,Substance Comb,Basis Function Number,Comb of Basis Functions,L1Loss,RMSELoss,MSELoss,Substance 0 skewnorm a,Substance 0 skewnorm loc,Substance 0 skewnorm scale,Substance 0 skewnorm 95% low,Substance 0 skewnorm 95% high,Substance 1 skewnorm a,Substance 1 skewnorm loc,Substance 1 skewnorm scale,Substance 1 skewnorm 95% low,Substance 1 skewnorm 95% high,Substance 2 skewnorm a,Substance 2 skewnorm loc,Substance 2 skewnorm scale,Substance 2 skewnorm 95% low,Substance 2 skewnorm 95% high,Substance 3 skewnorm a,Substance 3 skewnorm loc,Substance 3 skewnorm scale,Substance 3 skewnorm 95% low,Substance 3 skewnorm 95% high,Substance 4 skewnorm a,Substance 4 skewnorm loc,Substance 4 skewnorm scale,Substance 4 skewnorm 95% low,Substance 4 skewnorm 95% high,Substance 5 skewnorm a,Substance 5 skewnorm loc,Substance 5 skewnorm scale,Substance 5 skewnorm 95% low,Substance 5 skewnorm 95% high,Substance 6 skewnorm a,Substance 6 skewnorm loc,Substance 6 skewnorm scale,Substance 6 skewnorm 95% low,Substance 6 skewnorm 95% high,Substance 7 skewnorm a,Substance 7 skewnorm loc,Substance 7 skewnorm scale,Substance 7 skewnorm 95% low,Substance 7 skewnorm 95% high,Substance 8 skewnorm a,Substance 8 skewnorm loc,Substance 8 skewnorm scale,Substance 8 skewnorm 95% low,Substance 8 skewnorm 95% high,Substance 9 skewnorm a,Substance 9 skewnorm loc,Substance 9 skewnorm scale,Substance 9 skewnorm 95% low,Substance 9 skewnorm 95% high
293.15,3,"(0, 1, 2)",1,"(0,)",0.13195358256676368,0.15960018203726836,0.035088743074863614,1535897.277986303,-0.36088844740002807,0.35901411401963645,-0.3496376695494423,0.4438067670122567,801803.5605748615,-0.015169559051202004,0.014326753560483949,-0.014720587505698149,0.016942465456990536,0.006652916997531393,0.07081736462022131,0.2216418325628047,-0.3624100114592386,0.5063977669433655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",1,"(1,)",0.12867302361077496,0.1543403524639351,0.03359814319576669,590284.0665734336,-0.3584907936291899,0.376904890078784,-0.3466793549601132,0.4863048550410375,1.4687175121635372,-0.012743797468641755,0.018619866674349544,-0.02598830064855183,0.028989639816865736,0.01262915673324183,0.049477164319211064,0.21536075896183238,-0.37043076233303196,0.4737250468532158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",1,"(2,)",0.16015148428933962,0.1725662485031145,0.04092241092127681,0.02229266821234735,-0.07496918021717269,0.26623979743520976,-0.5919723546170405,0.45150345210446663,0.0125659917029615,0.028264484866554695,0.1148039042915007,-0.195584743932128,0.25441567524680686,0.03934730823799991,0.04066767374671156,0.17553829918406477,-0.2977039455037785,0.3900548887376691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",1,"(3,)",0.15744920886520827,0.17202632541635207,0.04035297498506095,4254112.588054043,-0.22634777788929067,0.28959320485894047,-0.2172725112418939,0.42274722137739523,0.008488545288982345,-0.03120700758420605,0.2733323178547532,-0.5650650225205754,0.5063534020436435,1.039440467714293,-0.06790692008725722,0.16453761045146142,-0.2279436528788879,0.3005818043908357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",1,"(4,)",0.12523288106811897,0.14384466675775393,0.030871918824102198,0.007051362198353474,0.006294990606360011,0.0375222442987974,-0.06703499019211798,0.08004717690289467,0.01923543353503181,-0.030560736542888007,0.2302206070996914,-0.47819884651905453,0.42414309778857384,0.6784605631434195,-0.07184886057164552,0.21471603612821427,-0.3471806223243743,0.40571229318821805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",1,"(5,)",0.12954701563077314,0.148004592529365,0.03240743579642315,5155560.7632694505,-0.05419511394871343,0.06987367201137196,-0.05200541407145,0.10241992508534878,0.010450965823360029,-0.04267927431548115,0.22906010977223704,-0.489703254696115,0.4081646621557355,1.2865504713736597,-0.12704701315668537,0.2586443529687813,-0.33643630128055746,0.4526030208888953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",1,"(6,)",0.1395075200125575,0.15714049618691206,0.03511430852605762,0.5820222609925155,-0.02593945498078935,0.06872329496666577,-0.12068727083696476,0.12613255129147705,0.03397874547156712,-0.05050083618898015,0.2414471293102801,-0.5170116681709871,0.42909620114652836,1.2142791205951182,-0.11675421999641304,0.2529874141063631,-0.3326683301970658,0.4501611558044873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(0, 1)",0.13059106509068183,0.1559220092105014,0.03315071300936064,2262731.26227191,-0.36191051911182703,0.35388477146749664,-0.35082048450592196,0.43128777291327147,-11.081280118173693,0.019101843885808874,0.021881108832040166,-0.029942533133346046,0.019310704700087878,0.013892449514044827,0.0767319732104561,0.2072813513412149,-0.32720959529776766,0.48526846278758534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(0, 2)",0.057676613863025396,0.07620381816689457,0.008529338894212353,-2.1973339079926912,0.02490517622388584,0.04299951915319904,-0.07147406198550882,0.0441580956719282,1.141898073858556,-0.024632441160206575,0.03895829525380102,-0.05971399028846834,0.06265391663662813,0.011809572262949344,0.018664339669238535,0.15267048929864857,-0.279112548545851,0.3193182081124553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(0, 3)",0.06162809946441224,0.0819727878219315,0.00926493600854883,0.004566621428806527,-0.005563923777059955,0.030060105121740503,-0.06437072884555142,0.053461935804924456,0.011641233780321645,-0.008237379209211354,0.03566644717002028,-0.0778080498003791,0.06199582376160281,0.007357988604960574,0.04976580524796776,0.15147347448014103,-0.24622237682212927,0.34753250030918864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(0, 4)",0.05302106562469687,0.07522266331527915,0.008826169709209353,0.021193087172376425,0.0029066027971449858,0.019118740657665827,-0.03423684790520511,0.04069652783851863,0.001443278222215507,-0.0012228633148913745,0.021159036263871278,-0.04266941876203377,0.040272424292464346,-553560.918072507,0.2455140501550997,0.27498551295495355,-0.37083922863397106,0.23689655909396465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(0, 5)",0.06513037612395627,0.08446074164073382,0.010301139041985152,0.014594580191112254,-6.928510867090868e-05,0.02419385276177636,-0.047203440609226245,0.04762829059893401,0.0196612575717119,-0.008893505369500253,0.045457988628033144,-0.09726555031839537,0.08090457187328132,0.02088747013774258,0.022606842081894854,0.16596678321020547,-0.2998713977306579,0.35061612281635385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(0, 6)",0.05181258324799793,0.07259979631219592,0.007622449989347453,0.0034328790687422985,-0.0006443477718253289,0.026819558292368477,-0.05313605937179287,0.0519942829371817,2047674.3813154483,-0.025968752333934787,0.035431949479007074,-0.024858386538177568,0.053448515872672166,0.009960126734705838,0.028688885307810025,0.1442540529440417,-0.25288858646927015,0.3125590557573822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(1, 2)",0.06931342520484966,0.08662228399355497,0.01018043879490246,9.590423133239273,-0.10334480183287592,0.1008415632479149,-0.10557267065850305,0.12268175308694695,3.8363203735227964,-0.0053719840133433,0.024602836999817076,-0.010288394057029393,0.04977288194486314,-0.0014800318439070316,0.046969270390055474,0.15337069230695344,-0.2538126676888973,0.3473889795313474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(1, 3)",0.06874135329521128,0.08678169894431319,0.012274918880263743,980049.5009855947,-0.04410311928471215,0.052987495437364474,-0.0424425981053356,0.07466319751755099,1.2953103228116984,-0.04431606737227088,0.06307481660772712,-0.09505622141679138,0.09704269527470773,-3.2019159640688644,0.2320304938259688,0.28184570447758417,-0.39969923695381454,0.3068516318424199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(1, 4)",0.037963583932391236,0.054118815144257884,0.0044514339694744975,0.022571598868530232,-0.005162176879205035,0.0128907976709139,-0.03019146708854091,0.020331340114803864,0.021672218119284763,0.006087244987504389,0.015531952344305273,-0.024081742116587125,0.036793293433363385,0.006383639430562091,0.019230973390405012,0.11178816188367305,-0.1992975818088814,0.23889827668153463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(1, 5)",0.05664587000917111,0.06788632938904422,0.007095606973702421,2625975.1861753603,-0.05472155476928175,0.0633977465448397,-0.0527347973278606,0.08737832726032874,7.575745361403245,-0.06362520482842614,0.07040762170501111,-0.06709896921979103,0.09418663050536281,0.014604259902716098,0.01468373690698852,0.13461864984564964,-0.2475775372736244,0.28008205441245293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(1, 6)",0.07096884732267686,0.09380727128258773,0.013156199392272225,0.06437191252005417,-0.009529950702323292,0.05186342867741986,-0.10838710179826584,0.09464659500398187,0.21046880016504874,-0.006433789146181906,0.025052759206465804,-0.050728996993118905,0.04614169271984275,-3.4409217042517204,0.25333346184194205,0.28553321215249206,-0.3866614586984477,0.3212177028482629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(2, 3)",0.07114485252116408,0.09736352892858642,0.013653580872674606,1059354.600744214,-0.06582725498463618,0.07335050804731835,-0.0635285980821868,0.09858077382383143,1.4859787244671927,-0.014756874877162077,0.02464488615842946,-0.032078387746205465,0.04048089695661283,-5.94098067429378,0.2662247258975444,0.29991366073937475,-0.40600257132966655,0.29282554879365014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(2, 4)",0.0620704405674977,0.07803765471492495,0.008974024690230311,0.00747138304644238,0.0007200408899761841,0.027820656566715514,-0.053640631296528254,0.055412400840500704,0.503304132059287,-0.017040180740593262,0.048013385102730365,-0.08715859819365362,0.0885596044610166,-0.00010176515779704558,0.004932680562116012,0.1552598131104464,-0.29938356698507596,0.3092237148944511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(2, 5)",0.06517146893643908,0.0833500460056322,0.008959852057159878,-293770.7144934072,0.026123703695972555,0.026023346451743576,-0.03220509602237329,0.02530818453273047,0.12011271459973719,0.009478544033322888,0.048347344696699754,-0.0802417438314945,0.10841662741797108,0.4276513500584864,-0.07238401325718989,0.16145829440023912,-0.32111246036106417,0.279904218528989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(2, 6)",0.06406438044671502,0.08142734365537763,0.00998149874586878,0.005758555082469723,-0.00022756617281009627,0.02984224423868727,-0.05857955938367195,0.058398653730700516,0.031193464940215562,-0.004783305088319019,0.04199993458228883,-0.08603123864747406,0.07855452969545068,0.009440863756621672,0.017087771675515725,0.16416218773506178,-0.30341852934201896,0.34006716640851603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.15,3,"(0, 1, 2)",2,"(3, 4)",0.06313593211650316,0.08517668843601964,0.010793281569996387,2.560131525163421,-0.020635003042196655,0.022904768022626455,-0.029017847393589334,0.030703806472710198,8.837410221772782,-0.06990971432608023,0.07364606504069551,-0.07215598804731567,0.09516077673350559,0.00667743311152489,0.04013529245879016,0.16910103933560572,-0.2903910254613986,0.37246346066945124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
