2.630665137373333184e+00,9.969999999999999973e-01
2.631313297941045626e+00,9.969999999999999973e-01
2.631961777983594430e+00,9.969999999999999973e-01
2.631961777983594430e+00,9.969999999999999973e-01
2.632772294193313822e+00,9.969999999999999973e-01
2.633583309755948232e+00,9.969999999999999973e-01
2.634394825133111073e+00,9.972999999999999643e-01
2.635206840786985527e+00,9.978000000000000203e-01
2.635206840786985527e+00,9.979999999999999982e-01
2.636019357180323652e+00,9.979999999999999982e-01
2.636832374776449495e+00,9.986000000000000432e-01
2.637645894039258199e+00,9.996000000000000441e-01
2.638459915433217340e+00,1.000000000000000000e+00
2.638459915433217340e+00,1.000000000000000000e+00
2.639274439423369589e+00,1.000000000000000000e+00
2.640089466475330493e+00,1.000000000000000000e+00
2.640904997055291137e+00,1.000299999999999967e+00
2.641721031630019034e+00,1.000799999999999912e+00
2.641721031630019034e+00,1.000999999999999890e+00
2.642537570666859459e+00,1.000999999999999890e+00
2.643354614633734556e+00,1.000999999999999890e+00
2.644172163999146452e+00,1.000999999999999890e+00
2.644990219232175477e+00,1.000999999999999890e+00
2.644990219232175477e+00,1.000999999999999890e+00
2.645808780977491725e+00,1.000999999999999890e+00
2.646627849530547749e+00,1.000999999999999890e+00
2.647447425362170925e+00,1.000999999999999890e+00
2.648267508943769499e+00,1.000999999999999890e+00
2.648267508943769499e+00,1.000999999999999890e+00
2.649088100571896476e+00,1.000999999999999890e+00
2.649909200894354999e+00,1.000999999999999890e+00
2.650730810384310576e+00,1.000999999999999890e+00
2.651552929515514467e+00,1.001300000000000079e+00
2.651552929515514467e+00,1.001700000000000035e+00
2.652375558762307683e+00,1.002000000000000002e+00
2.653198698599617433e+00,1.002000000000000002e+00
2.654022349502963340e+00,1.002000000000000002e+00
2.654846511948454335e+00,1.002000000000000002e+00
2.654846511948454335e+00,1.002000000000000002e+00
2.655671186412790874e+00,1.002000000000000002e+00
2.656496373373266717e+00,1.002000000000000002e+00
2.657322073307767596e+00,1.002000000000000002e+00
2.658148286694774765e+00,1.002000000000000002e+00
2.658148286694774765e+00,1.002000000000000002e+00
2.658975014190118724e+00,1.002000000000000002e+00
2.659802256096937434e+00,1.002000000000000002e+00
2.660630012895501828e+00,1.002000000000000002e+00
2.661458285066678364e+00,1.002000000000000002e+00
2.661458285066678364e+00,1.002000000000000002e+00
2.662287072914740538e+00,1.002000000000000002e+00
2.663116377098728282e+00,1.002000000000000002e+00
2.663946198101308838e+00,1.002000000000000002e+00
2.664776536405751628e+00,1.002000000000000002e+00
2.664776536405751628e+00,1.002000000000000002e+00
2.665607392495928263e+00,1.001800000000000024e+00
2.666438766856313869e+00,1.001300000000000079e+00
2.667270659971988422e+00,1.000999999999999890e+00
2.668103072328638525e+00,1.000999999999999890e+00
2.668103072328638525e+00,1.000999999999999890e+00
2.668936004412555629e+00,1.000999999999999890e+00
2.669769456710639144e+00,1.000799999999999912e+00
2.670603429710396437e+00,1.000299999999999967e+00
2.671437923899946387e+00,9.996000000000000441e-01
2.671437923899946387e+00,9.986000000000000432e-01
2.672272939768014943e+00,9.983999999999999542e-01
2.673108477803941341e+00,9.993999999999999551e-01
2.673944538497676326e+00,1.000000000000000000e+00
2.674781122339785266e+00,1.000000000000000000e+00
2.674781122339785266e+00,1.000000000000000000e+00
2.675618230000418318e+00,1.000000000000000000e+00
2.676455861792619739e+00,1.000000000000000000e+00
2.677294018208799642e+00,1.000000000000000000e+00
2.678132699741984979e+00,1.000000000000000000e+00
2.678132699741984979e+00,1.000000000000000000e+00
2.678971906706397288e+00,9.996000000000000441e-01
2.679811639775497856e+00,9.986000000000000432e-01
2.680651899444169484e+00,9.979999999999999982e-01
2.681492686207916698e+00,9.979999999999999982e-01
2.681492686207916698e+00,9.979999999999999982e-01
2.682334000562865750e+00,9.979999999999999982e-01
2.683175843005764172e+00,9.983999999999999542e-01
2.684018214033985217e+00,9.993999999999999551e-01
2.684861114145526084e+00,1.000000000000000000e+00
2.684861114145526084e+00,1.000000000000000000e+00
2.685704543839010583e+00,1.000000000000000000e+00
2.686548503613686911e+00,1.000000000000000000e+00
2.687392993969434318e+00,9.996000000000000441e-01
2.688238015406758219e+00,9.986000000000000432e-01
2.688238015406758219e+00,9.979999999999999982e-01
2.689083568426795079e+00,9.979999999999999982e-01
2.689929653531310638e+00,9.979999999999999982e-01
2.690776271222704796e+00,9.979999999999999982e-01
2.691623422004007615e+00,9.979999999999999982e-01
2.691623422004007615e+00,9.979999999999999982e-01
2.692471106560119676e+00,9.982999999999999652e-01
2.693319325214332594e+00,9.992999999999999661e-01
2.694168078471582906e+00,1.000199999999999978e+00
2.695017366837443085e+00,1.000699999999999923e+00
2.695017366837443085e+00,1.000999999999999890e+00
2.695867190636429545e+00,1.000999999999999890e+00
2.696717550556854359e+00,1.000899999999999901e+00
2.697568447106205358e+00,1.000299999999999967e+00
2.698419880792612080e+00,1.000000000000000000e+00
2.698419880792612080e+00,1.000000000000000000e+00
2.699271852124843996e+00,9.997000000000000330e-01
2.700124361612314061e+00,9.987000000000000322e-01
2.700977409765080051e+00,9.979999999999999982e-01
2.701830997093843223e+00,9.979999999999999982e-01
2.701830997093843223e+00,9.979999999999999982e-01
2.702685124109950987e+00,9.979999999999999982e-01
2.703539791325396902e+00,9.979999999999999982e-01
2.704394999252823784e+00,9.979999999999999982e-01
2.705250748405522820e+00,9.979999999999999982e-01
2.705250748405522820e+00,9.979999999999999982e-01
2.706107039297434902e+00,9.982999999999999652e-01
2.706963872443150620e+00,9.992999999999999661e-01
2.707821248357914712e+00,1.000000000000000000e+00
2.708679167557623391e+00,1.000000000000000000e+00
2.708679167557623391e+00,9.997000000000000330e-01
2.709537630742367309e+00,9.988000000000000211e-01
2.710396638246045597e+00,9.979999999999999982e-01
2.711256190586519565e+00,9.979999999999999982e-01
2.712116288282309107e+00,9.979999999999999982e-01
2.712116288282309107e+00,9.979999999999999982e-01
2.712976931668585223e+00,9.979999999999999982e-01
2.713838121448957530e+00,9.979999999999999982e-01
2.714699858143922118e+00,9.979000000000000092e-01
2.715562142274636770e+00,9.973999999999999533e-01
2.715562142274636770e+00,9.969999999999999973e-01
2.716424974362922740e+00,9.969999999999999973e-01
2.717288354931262528e+00,9.968000000000000194e-01
2.718152284502804772e+00,9.958000000000000185e-01
2.719016763601363795e+00,9.949999999999999956e-01
2.719016763601363795e+00,9.949999999999999956e-01
2.719881792751418725e+00,9.949999999999999956e-01
2.720747372478117931e+00,9.949999999999999956e-01
2.721613503307278581e+00,9.949999999999999956e-01
2.722480185765386196e+00,9.949999999999999956e-01
2.722480185765386196e+00,9.951999999999999735e-01
2.723347420379599093e+00,9.961999999999999744e-01
2.724215207677745276e+00,9.970999999999999863e-01
2.725083548188327320e+00,9.976000000000000423e-01
2.725952442440521928e+00,9.979999999999999982e-01
2.725952442440521928e+00,9.979999999999999982e-01
2.726821891150068566e+00,9.979999999999999982e-01
2.727691894661843808e+00,9.979999999999999982e-01
2.728562453507052510e+00,9.979999999999999982e-01
2.729433568217577655e+00,9.979999999999999982e-01
2.729433568217577655e+00,9.979999999999999982e-01
2.730305239139618312e+00,9.979999999999999982e-01
2.731177466992544822e+00,9.979999999999999982e-01
2.732050252310281202e+00,9.979999999999999982e-01
2.732923595627434477e+00,9.979999999999999982e-01
2.732923595627434477e+00,9.979999999999999982e-01
2.733797497479296457e+00,9.979999999999999982e-01
2.734671958401843739e+00,9.979999999999999982e-01
2.735546978931738149e+00,9.979999999999999982e-01
2.736422559606328075e+00,9.979999999999999982e-01
2.736422559606328075e+00,9.979999999999999982e-01
2.737298700963652465e+00,9.979999999999999982e-01
2.738175403542437270e+00,9.979999999999999982e-01
2.739052667882099001e+00,9.979999999999999982e-01
2.739930494522747839e+00,9.980999999999999872e-01
2.739930494522747839e+00,9.990999999999999881e-01
2.740808884192984518e+00,1.000000000000000000e+00
2.741687837246744586e+00,1.000000000000000000e+00
2.742567354226218335e+00,1.000000000000000000e+00
2.743447435674291501e+00,1.000000000000000000e+00
2.743447435674291501e+00,1.000000000000000000e+00
2.744328081946263875e+00,1.000000000000000000e+00
2.745209293774458548e+00,9.999000000000000110e-01
2.746091071703856468e+00,9.989000000000000101e-01
2.746973416280136693e+00,9.979999999999999982e-01
2.746973416280136693e+00,9.979999999999999982e-01
2.747856328049683050e+00,9.979999999999999982e-01
2.748739807559579695e+00,9.979999999999999982e-01
2.749623855357615998e+00,9.979999999999999982e-01
2.750508471992285209e+00,9.979999999999999982e-01
2.750508471992285209e+00,9.980999999999999872e-01
2.751393658012786680e+00,9.990999999999999881e-01
2.752279413969028532e+00,9.999000000000000110e-01
2.753165740411625872e+00,9.989000000000000101e-01
2.754052637891902577e+00,9.979999999999999982e-01
2.754052637891902577e+00,9.979999999999999982e-01
2.754940106961895285e+00,9.979999999999999982e-01
2.755828148174350734e+00,9.979999999999999982e-01
2.756716762082729755e+00,9.979999999999999982e-01
2.757605949241205501e+00,9.979999999999999982e-01
2.757605949241205501e+00,9.979999999999999982e-01
2.758495710394900602e+00,9.979999999999999982e-01
2.759386045909435037e+00,9.979999999999999982e-01
2.760276956341131349e+00,9.979999999999999982e-01
2.761168442247032395e+00,9.979999999999999982e-01
2.761168442247032395e+00,9.979999999999999982e-01
2.762060503994175686e+00,9.979999999999999982e-01
2.762953142331523892e+00,9.979999999999999982e-01
2.763846357818281252e+00,9.979999999999999982e-01
2.764740151014375868e+00,9.979999999999999982e-01
2.764740151014375868e+00,9.979999999999999982e-01
2.765634522480461932e+00,9.979999999999999982e-01
2.766529472777917942e+00,9.979999999999999982e-01
2.767425002468849371e+00,9.979999999999999982e-01
2.768321112116089999e+00,9.979999999999999982e-01
2.768321112116089999e+00,9.979999999999999982e-01
2.769217802283203245e+00,9.979999999999999982e-01
2.770115073534482164e+00,9.979999999999999982e-01
2.771012926434952561e+00,9.979999999999999982e-01
2.771911361550370767e+00,9.979999999999999982e-01
2.771911361550370767e+00,9.979999999999999982e-01
2.772810379447228968e+00,9.979999999999999982e-01
2.773709980692755206e+00,9.979999999999999982e-01
2.774610165854912047e+00,9.979999999999999982e-01
2.775510935502400134e+00,9.979999999999999982e-01
2.775510935502400134e+00,9.979999999999999982e-01
2.776412290397370697e+00,9.979999999999999982e-01
2.777314230917542481e+00,9.979999999999999982e-01
2.778216757633836576e+00,9.979999999999999982e-01
2.779119871117915697e+00,9.979999999999999982e-01
2.779119871117915697e+00,9.979999999999999982e-01
2.780023571748974298e+00,9.979999999999999982e-01
2.780927860293125331e+00,9.979999999999999982e-01
2.781832737324266613e+00,9.979999999999999982e-01
2.782738203417042921e+00,9.979999999999999982e-01
2.782738203417042921e+00,9.979999999999999982e-01
2.783644259146846434e+00,9.979999999999999982e-01
2.784550905089820727e+00,9.979999999999999982e-01
2.785458141822858558e+00,9.979999999999999982e-01
2.786365969923605412e+00,9.979999999999999982e-01
2.786365969923605412e+00,9.979999999999999982e-01
2.787274389970459954e+00,9.979999999999999982e-01
2.788183402542576683e+00,9.979999999999999982e-01
2.789093008219864167e+00,9.979999999999999982e-01
2.790003207582987699e+00,9.979999999999999982e-01
2.790003207582987699e+00,9.979999999999999982e-01
2.790914001213372408e+00,9.979999999999999982e-01
2.791825389693202375e+00,9.979999999999999982e-01
2.792737373605421958e+00,9.979999999999999982e-01
2.793649953533737129e+00,9.979999999999999982e-01
2.793649953533737129e+00,9.979999999999999982e-01
2.794563130257857519e+00,9.979999999999999982e-01
2.795476904168033183e+00,9.979999999999999982e-01
2.796391275850264702e+00,9.979999999999999982e-01
2.797306245891318266e+00,9.979999999999999982e-01
2.797306245891318266e+00,9.979999999999999982e-01
2.798221814682979147e+00,9.979999999999999982e-01
2.799137983009045705e+00,9.979999999999999982e-01
2.800054751458593838e+00,9.979999999999999982e-01
2.800972120621471273e+00,9.979999999999999982e-01
2.800972120621471273e+00,9.979999999999999982e-01
2.801890091088297563e+00,9.979999999999999982e-01
2.802808663450467197e+00,9.979999999999999982e-01
2.803727838300152264e+00,9.979999999999999982e-01
2.804647616230299789e+00,9.979999999999999982e-01
2.804647616230299789e+00,9.979999999999999982e-01
2.805567997834635730e+00,9.979999999999999982e-01
2.806488983707665863e+00,9.979999999999999982e-01
2.807410574444677120e+00,9.979999999999999982e-01
2.808332770641738030e+00,9.979999999999999982e-01
2.808332770641738030e+00,9.979999999999999982e-01
2.809255572895700492e+00,9.979999999999999982e-01
2.810178981804202003e+00,9.979999999999999982e-01
2.811102997965665651e+00,9.979999999999999982e-01
2.812027621979301006e+00,9.979999999999999982e-01
2.812027621979301006e+00,9.979999999999999982e-01
2.812952854642925438e+00,9.979999999999999982e-01
2.813878696359770615e+00,9.979999999999999982e-01
2.814805147731417101e+00,9.979999999999999982e-01
2.815732209360237270e+00,9.988000000000000211e-01
2.815732209360237270e+00,9.998000000000000220e-01
2.816659881651059738e+00,1.000000000000000000e+00
2.817588165405923384e+00,1.000000000000000000e+00
2.818517061229586229e+00,1.000000000000000000e+00
2.819446569727605212e+00,1.000000000000000000e+00
2.819446569727605212e+00,1.000000000000000000e+00
