0.000000000000000000e+00,1.332810478563693657e+01,1.134535880930141083e+01,5.493224473632334082e+01,5.653130874907422765e+01,3.895899600009204988e+01,5.198605772049444518e+00,1.425030804900483616e+01,2.314712677642404515e+01,9.216815851386899183e+00,9.578972853989826675e+00,1.227840750327588637e+01,1.079891309531461552e+01,9.576170235175428758e+00,1.122396545128754930e+01,1.337426554521321442e+01,2.008649967032276606e+01,6.710474476757101847e+00,1.060785140092709966e+01,1.307208681076929579e+01,8.809774822120395754e+00
1.332810478563693657e+01,0.000000000000000000e+00,1.073662265455500986e+01,5.601234589213318316e+01,5.751020569959081286e+01,3.985554473337872139e+01,1.376390761812589680e+01,6.630081993759580072e+00,2.570229110175656118e+01,4.224303684738935694e+00,6.640657474945233396e+00,1.550659113222262775e+01,9.748737371284310171e+00,1.304649283257954728e+01,6.175734177564009109e+00,1.254210475309042216e+01,1.902572561021818487e+01,7.535986310733366444e+00,1.027660380947051344e+01,9.479565399106013146e+00,6.422482375759313022e+00
1.134535880930141083e+01,1.073662265455500986e+01,0.000000000000000000e+00,6.386634109804072068e+01,6.542668034846521152e+01,4.763675913264442841e+01,9.260558611841899435e+00,1.632099655191942134e+01,3.225311916639960685e+01,9.480596612192009331e+00,1.328613681346760877e+01,5.507774245087687426e+00,1.250102795509679066e+00,3.945560241087220810e+00,1.419570927964766049e+01,1.979195596850900785e+01,9.607642399758470120e+00,1.128404704750818510e+01,1.249978730792872472e+00,2.641973214302922202e+00,1.183348085353704349e+01
5.493224473632334082e+01,5.601234589213318316e+01,6.386634109804072068e+01,0.000000000000000000e+00,1.618100162367486217e+00,1.624429007767826860e+01,5.854618196583805911e+01,4.946573984324760431e+01,3.189226829491605031e+01,5.487368096722188682e+01,5.087353731493033138e+01,6.645515175142341491e+01,6.287177838576684508e+01,6.360649862488670436e+01,5.040430099084097293e+01,4.429188970940929693e+01,7.345458572186511503e+01,5.259018321340953150e+01,6.305018299241110924e+01,6.405674208860956753e+01,5.243205358161687002e+01
5.653130874907422765e+01,5.751020569959081286e+01,6.542668034846521152e+01,1.618100162367486217e+00,0.000000000000000000e+00,1.779338396332423855e+01,6.014111992948224383e+01,5.095573160109197630e+01,3.348308009591546863e+01,5.641107169264975596e+01,5.241274196211384861e+01,6.803812859458189166e+01,6.442940671785055429e+01,6.518675847475464025e+01,5.192827274370547741e+01,4.583306333037285896e+01,7.501282996390354185e+01,5.415116741652850152e+01,6.461126024300030224e+01,6.559939908751667303e+01,5.397562026910569699e+01
3.895899600009204988e+01,3.985554473337872139e+01,4.763675913264442841e+01,1.624429007767826860e+01,1.779338396332423855e+01,0.000000000000000000e+00,4.258425210987071807e+01,3.334743143980160340e+01,1.592345546933005096e+01,3.863271463550029239e+01,3.463199955236117944e+01,5.033812198459880705e+01,4.663710996924947239e+01,4.746164262915699084e+01,3.418903008232601337e+01,2.805931613757439180e+01,5.722062467476158787e+01,3.636181150328913958e+01,4.682237237558652510e+01,4.781384653586903966e+01,3.620060053531670263e+01
5.198605772049444518e+00,1.376390761812589680e+01,9.260558611841899435e+00,5.854618196583805911e+01,6.014111992948224383e+01,4.258425210987071807e+01,0.000000000000000000e+00,1.614715822088752972e+01,2.669047230136583693e+01,1.040202073993538967e+01,1.210713754156181032e+01,8.516361168185573760e+00,9.156545305771304655e+00,6.710951137819500367e+00,1.310148992120848099e+01,1.683327374355066297e+01,1.719974404750728780e+01,9.188940060318413927e+00,9.050158206348436707e+00,1.121100324190385145e+01,1.142508257525493676e+01
1.425030804900483616e+01,6.630081993759580072e+00,1.632099655191942134e+01,4.946573984324760431e+01,5.095573160109197630e+01,3.334743143980160340e+01,1.614715822088752972e+01,0.000000000000000000e+00,1.967190075262790216e+01,7.113556015733634830e+00,4.904167920986418849e+00,2.049528329941892935e+01,1.527093414908356728e+01,1.768387194928784467e+01,3.175102529875042823e+00,7.181909809149004786e+00,2.528874473815253054e+01,7.698079649974317817e+00,1.568237608229706126e+01,1.560546165834033872e+01,6.529851026479282616e+00
2.314712677642404515e+01,2.570229110175656118e+01,3.225311916639960685e+01,3.189226829491605031e+01,3.348308009591546863e+01,1.592345546933005096e+01,2.669047230136583693e+01,1.967190075262790216e+01,0.000000000000000000e+00,2.374508258330117982e+01,1.982383865237877885e+01,3.458224833874101023e+01,3.132029221484358317e+01,3.177568354884780533e+01,1.963453584724087619e+01,1.355992348859354202e+01,4.184598449161994438e+01,2.106487040002754085e+01,3.146758720198954862e+01,3.270713093722459064e+01,2.135926432261218011e+01
9.216815851386899183e+00,4.224303684738935694e+00,9.480596612192009331e+00,5.487368096722188682e+01,5.641107169264975596e+01,3.863271463550029239e+01,1.040202073993538967e+01,7.113556015733634830e+00,2.374508258330117982e+01,0.000000000000000000e+00,4.036063784390326425e+00,1.373022420643576957e+01,8.423768693558015386e+00,1.087405874218988977e+01,4.905716003147036375e+00,1.070150042085892395e+01,1.881399677181660479e+01,3.593208397367287699e+00,8.768489988673065838e+00,9.261126992162896698e+00,3.150061324453169220e+00
