9.578972853989826675e+00,6.640657474945233396e+00,1.328613681346760877e+01,5.087353731493033138e+01,5.241274196211384861e+01,3.463199955236117944e+01,1.210713754156181032e+01,4.904167920986418849e+00,1.982383865237877885e+01,4.036063784390326425e+00,0.000000000000000000e+00,1.711572871378625749e+01,1.222959826080242429e+01,1.412588364813986352e+01,2.379139656268761005e+00,6.720911355814329191e+00,2.273622503394694760e+01,3.038917155519507141e+00,1.249274786050082398e+01,1.324630475252944173e+01,2.166074225656577479e+00
1.227840750327588637e+01,1.550659113222262775e+01,5.507774245087687426e+00,6.645515175142341491e+01,6.803812859458189166e+01,5.033812198459880705e+01,8.516361168185573760e+00,2.049528329941892935e+01,3.458224833874101023e+01,1.373022420643576957e+01,1.711572871378625749e+01,0.000000000000000000e+00,6.479174606495927691e+00,3.371525878615432070e+00,1.800016678337679821e+01,2.321234235374689447e+01,9.016926230745932358e+00,1.459053296405494038e+01,6.231513912647364428e+00,7.555278430595197214e+00,1.586405254837304568e+01
1.079891309531461552e+01,9.748737371284310171e+00,1.250102795509679066e+00,6.287177838576684508e+01,6.442940671785055429e+01,4.663710996924947239e+01,9.156545305771304655e+00,1.527093414908356728e+01,3.132029221484358317e+01,8.423768693558015386e+00,1.222959826080242429e+01,6.479174606495927691e+00,0.000000000000000000e+00,4.421160216740167570e+00,1.318059324352234363e+01,1.873248701361276503e+01,1.058603572956979910e+01,1.029270234784701721e+01,7.663626419999413075e-01,2.487568293765504812e+00,1.073314611734754109e+01
9.576170235175428758e+00,1.304649283257954728e+01,3.945560241087220810e+00,6.360649862488670436e+01,6.518675847475464025e+01,4.746164262915699084e+01,6.710951137819500367e+00,1.768387194928784467e+01,3.177568354884780533e+01,1.087405874218988977e+01,1.412588364813986352e+01,3.371525878615432070e+00,4.421160216740167570e+00,0.000000000000000000e+00,1.516802957307086963e+01,2.022796256376442514e+01,1.085552330946172361e+01,1.158645421323218905e+01,4.106751310686984624e+00,6.279203926305788386e+00,1.283617400658887142e+01
1.122396545128754930e+01,6.175734177564009109e+00,1.419570927964766049e+01,5.040430099084097293e+01,5.192827274370547741e+01,3.418903008232601337e+01,1.310148992120848099e+01,3.175102529875042823e+00,1.963453584724087619e+01,4.905716003147036375e+00,2.379139656268761005e+00,1.800016678337679821e+01,1.318059324352234363e+01,1.516802957307086963e+01,0.000000000000000000e+00,6.850031705993834485e+00,2.352343570529449934e+01,4.754446841043214356e+00,1.354093445255905515e+01,1.388359547090844082e+01,4.265228259817426704e+00
1.337426554521321442e+01,1.254210475309042216e+01,1.979195596850900785e+01,4.429188970940929693e+01,4.583306333037285896e+01,2.805931613757439180e+01,1.683327374355066297e+01,7.181909809149004786e+00,1.355992348859354202e+01,1.070150042085892395e+01,6.720911355814329191e+00,2.321234235374689447e+01,1.873248701361276503e+01,2.022796256376442514e+01,6.850031705993834485e+00,0.000000000000000000e+00,2.929101431171841341e+01,8.677865588470204727e+00,1.895368327429662614e+01,1.984522168487860228e+01,8.190712923431785697e+00
2.008649967032276606e+01,1.902572561021818487e+01,9.607642399758470120e+00,7.345458572186511503e+01,7.501282996390354185e+01,5.722062467476158787e+01,1.719974404750728780e+01,2.528874473815253054e+01,4.184598449161994438e+01,1.881399677181660479e+01,2.273622503394694760e+01,9.016926230745932358e+00,1.058603572956979910e+01,1.085552330946172361e+01,2.352343570529449934e+01,2.929101431171841341e+01,0.000000000000000000e+00,2.086708413745263968e+01,1.042771816216359859e+01,9.726927778014175630e+00,2.121071877121884341e+01
6.710474476757101847e+00,7.535986310733366444e+00,1.128404704750818510e+01,5.259018321340953150e+01,5.415116741652850152e+01,3.636181150328913958e+01,9.188940060318413927e+00,7.698079649974317817e+00,2.106487040002754085e+01,3.593208397367287699e+00,3.038917155519507141e+00,1.459053296405494038e+01,1.029270234784701721e+01,1.158645421323218905e+01,4.754446841043214356e+00,8.677865588470204727e+00,2.086708413745263968e+01,0.000000000000000000e+00,1.047069075369369351e+01,1.172046119198849468e+01,2.598109765978827923e+00
1.060785140092709966e+01,1.027660380947051344e+01,1.249978730792872472e+00,6.305018299241110924e+01,6.461126024300030224e+01,4.682237237558652510e+01,9.050158206348436707e+00,1.568237608229706126e+01,3.146758720198954862e+01,8.768489988673065838e+00,1.249274786050082398e+01,6.231513912647364428e+00,7.663626419999413075e-01,4.106751310686984624e+00,1.354093445255905515e+01,1.895368327429662614e+01,1.042771816216359859e+01,1.047069075369369351e+01,0.000000000000000000e+00,3.016259333410786336e+00,1.094469220681974164e+01
1.307208681076929579e+01,9.479565399106013146e+00,2.641973214302922202e+00,6.405674208860956753e+01,6.559939908751667303e+01,4.781384653586903966e+01,1.121100324190385145e+01,1.560546165834033872e+01,3.270713093722459064e+01,9.261126992162896698e+00,1.324630475252944173e+01,7.555278430595197214e+00,2.487568293765504812e+00,6.279203926305788386e+00,1.388359547090844082e+01,1.984522168487860228e+01,9.726927778014175630e+00,1.172046119198849468e+01,3.016259333410786336e+00,0.000000000000000000e+00,1.186466370328797026e+01
8.809774822120395754e+00,6.422482375759313022e+00,1.183348085353704349e+01,5.243205358161687002e+01,5.397562026910569699e+01,3.620060053531670263e+01,1.142508257525493676e+01,6.529851026479282616e+00,2.135926432261218011e+01,3.150061324453169220e+00,2.166074225656577479e+00,1.586405254837304568e+01,1.073314611734754109e+01,1.283617400658887142e+01,4.265228259817426704e+00,8.190712923431785697e+00,2.121071877121884341e+01,2.598109765978827923e+00,1.094469220681974164e+01,1.186466370328797026e+01,0.000000000000000000e+00
